amount,merchant_category,customer_age,customer_location,device_type,previous_transactions,is_fraud,transaction_hour,transaction_day,transaction_month,transaction_day_of_week,is_weekend,is_night,customer_avg_amount,amount_deviation,amount_ratio
36.28,electronics,61,CA,desktop,5,0,1,12,3,6,1,1,97.749972,-61.469972,0.3711509976580761
66.14,fashion,32,TX,mobile,6,0,1,22,7,0,0,1,97.749972,-31.609972,0.6766242278143647
3.81,fuel,24,CA,desktop,3,0,4,1,9,6,1,1,97.749972,-93.939972,0.038976992863210304
27.43,electronics,36,TX,tablet,2,0,1,5,12,3,0,1,97.749972,-70.319972,0.2806138882514065
345.52,fuel,36,CA,tablet,2,0,1,17,10,3,0,1,97.749972,247.77002799999997,3.534732434146043
65.43,grocery,32,CA,desktop,3,0,13,5,7,2,0,0,97.749972,-32.31997199999999,0.6693607986981235
20.85,grocery,67,IL,tablet,4,0,1,4,9,2,0,1,97.749972,-76.89997199999999,0.2132992916530013
30.57,fashion,48,CA,tablet,3,0,17,22,1,0,0,0,97.749972,-67.17997199999999,0.3127366592725299
33.31,electronics,46,FL,desktop,6,0,1,4,6,1,0,1,97.749972,-64.439972,0.340767357552109
57.45,fashion,21,FL,desktop,3,0,20,9,8,4,0,0,97.749972,-40.299972,0.5877239475043129
27.92,fuel,54,CA,desktop,2,0,0,2,8,4,0,1,97.749972,-69.829972,0.28562667735979835
90.04,entertainment,51,TX,mobile,4,0,15,2,10,6,1,0,97.749972,-7.709971999999993,0.9211255741216421
18.27,grocery,18,IL,tablet,5,1,17,25,10,1,0,0,97.749972,-79.479972,0.18690542247003997
65.98,electronics,21,TX,tablet,1,0,8,20,10,4,0,0,97.749972,-31.769971999999996,0.674987398717747
48.61,grocery,69,FL,mobile,3,0,1,5,6,6,1,1,97.749972,-49.139972,0.4972891399161819
42.9,fashion,39,IL,tablet,6,0,22,15,3,1,0,1,97.749972,-54.849972,0.43887480153063574
28.36,grocery,32,IL,mobile,1,0,11,30,11,5,1,0,97.749972,-69.389972,0.2901279573754972
70.43,fashion,38,NY,tablet,1,0,3,24,2,4,0,1,97.749972,-27.319971999999993,0.7205117079674284
83.35,entertainment,64,IL,tablet,2,0,2,31,12,5,1,1,97.749972,-14.399972000000005,0.852685657519312
32.44,electronics,39,FL,mobile,1,0,16,6,9,4,0,0,97.749972,-65.309972,0.3318670993392499
6.22,fashion,59,CA,desktop,3,0,5,3,8,2,0,1,97.749972,-91.529972,0.06363173113101525
100.35,fashion,18,FL,mobile,5,0,3,30,6,4,0,1,97.749972,2.6000279999999947,1.0265987490349486
103.52,entertainment,21,CA,tablet,2,0,16,11,5,3,0,0,97.749972,5.770027999999996,1.059028425511688
79.2,entertainment,59,CA,mobile,2,0,22,1,11,2,0,1,97.749972,-18.549971999999997,0.8102304028257891
81.43,entertainment,49,NY,tablet,2,0,11,18,10,1,0,0,97.749972,-16.319971999999993,0.833043708359899
40.6,grocery,34,FL,tablet,2,0,19,18,8,3,0,0,97.749972,-57.149972,0.4153453832667555
4.25,entertainment,67,CA,tablet,4,0,11,9,9,0,0,0,97.749972,-93.499972,0.04347827287890913
452.98,fashion,33,NY,mobile,0,0,15,23,10,6,1,0,97.749972,355.230028,4.6340677761619435
1.02,fuel,59,TX,desktop,3,0,5,14,12,3,0,1,97.749972,-96.729972,0.010434785490938193
137.64,fashion,41,NY,mobile,3,0,0,27,12,4,0,1,97.749972,39.89002799999999,1.4080822303654241
55.9,grocery,63,NY,desktop,3,0,17,18,8,4,0,0,97.749972,-41.849972,0.5718671656308284
243.33,fuel,44,CA,tablet,2,0,21,26,6,0,0,0,97.749972,145.58002800000003,2.489310150499991
209.27,grocery,69,TX,tablet,4,0,6,11,11,4,0,0,97.749972,111.52002800000001,2.1408701565574857
188.52,entertainment,38,NY,desktop,4,0,12,6,4,2,0,0,97.749972,90.77002800000001,1.9285938830898708
13.16,fashion,20,FL,desktop,2,0,16,14,8,0,0,0,97.749972,-84.589972,0.1346291931968104
185.92,entertainment,34,NY,tablet,2,0,20,2,2,3,0,0,97.749972,88.17002799999999,1.901995410269832
31.52,fuel,63,FL,mobile,3,0,5,19,10,5,1,1,97.749972,-66.229972,0.32245533203369786
209.84,fashion,64,FL,mobile,4,0,16,25,8,4,0,0,97.749972,112.090028,2.1467013602141867
88.87,grocery,30,IL,tablet,3,0,19,19,2,0,0,0,97.749972,-8.879971999999995,0.9091562613526247
22.2,entertainment,58,TX,tablet,5,0,9,19,2,5,1,0,97.749972,-75.549972,0.2271100371557136
1.14,entertainment,18,TX,mobile,3,0,7,4,2,5,1,0,97.749972,-96.609972,0.011662407313401508
238.42,entertainment,54,IL,desktop,2,0,12,18,11,5,1,0,97.749972,140.670028,2.439079957597533
19.99,electronics,55,CA,tablet,4,0,18,9,7,5,1,0,97.749972,-77.759972,0.20450133525868083
324.21,fuel,68,FL,desktop,2,0,20,24,10,3,0,0,97.749972,226.46002799999997,3.316727258840266
70.55,entertainment,57,TX,desktop,0,0,13,13,11,0,0,0,97.749972,-27.199972000000002,0.7217393297898916
117.65,entertainment,30,CA,tablet,5,0,8,5,2,0,0,0,97.749972,19.900028000000006,1.2035808951067435
30.02,fashion,66,CA,desktop,2,0,11,23,11,2,0,0,97.749972,-67.729972,0.3071100592529064
80.23,entertainment,49,TX,tablet,2,0,20,2,8,4,0,0,97.749972,-17.519971999999996,0.8207674901352658
130.44,electronics,44,TX,mobile,2,0,8,19,9,0,0,0,97.749972,32.690028,1.3344249210176253
114.01,entertainment,51,TX,desktop,3,0,18,11,3,5,1,0,97.749972,16.260028000000005,1.1663430331586895
254.94,fashion,56,CA,desktop,2,0,11,1,3,1,0,0,97.749972,157.19002799999998,2.6080825618233163
337.12,grocery,61,TX,mobile,1,0,17,29,5,2,0,0,97.749972,239.370028,3.4487989065736113
29.15,fashion,36,FL,mobile,1,0,3,27,3,6,1,1,97.749972,-68.59997200000001,0.29820980104004735
19.47,fuel,37,FL,tablet,3,0,8,1,5,6,1,0,97.749972,-78.279972,0.19918164069467312
47.76,fashion,51,NY,tablet,3,0,17,9,11,5,1,0,97.749972,-49.989972,0.48859348534040004
73.27,grocery,47,IL,tablet,0,0,18,3,4,6,1,0,97.749972,-24.479972000000004,0.7495654244323934
158.74,electronics,42,IL,tablet,3,0,18,2,11,5,1,0,97.749972,60.99002800000001,1.623939067481891
191.74,entertainment,40,IL,desktop,1,0,12,4,11,4,0,0,97.749972,93.99002800000001,1.961535068659303
41.85,grocery,41,CA,desktop,3,0,16,24,5,4,0,0,97.749972,-55.899972,0.4281331105840817
29.04,grocery,47,FL,mobile,4,0,23,3,1,2,0,1,97.749972,-68.709972,0.2970844810361226
38.69,entertainment,62,FL,desktop,2,0,10,11,1,1,0,0,97.749972,-59.059972,0.39580573592588103
21.2,grocery,61,FL,mobile,4,0,22,17,11,6,1,1,97.749972,-76.549972,0.2168798553018526
68.95,fashion,58,IL,tablet,1,0,7,14,9,5,1,0,97.749972,-28.799971999999997,0.7053710388237141
230.17,grocery,53,CA,tablet,4,0,6,12,10,2,0,0,97.749972,132.420028,2.35468095730318
17.58,fashion,19,FL,mobile,4,0,4,4,7,3,0,1,97.749972,-80.169972,0.17984659699087588
87.76,electronics,48,TX,desktop,1,0,22,5,4,2,0,1,97.749972,-9.989971999999995,0.8978007594948391
52.88,fuel,68,IL,mobile,1,0,19,20,8,5,1,0,97.749972,-44.869972,0.5409720164321683
23.76,entertainment,55,TX,desktop,8,0,18,31,7,0,0,0,97.749972,-73.989972,0.24306912084773674
25.1,grocery,65,IL,desktop,5,0,0,1,6,3,0,1,97.749972,-72.64997199999999,0.2567775645319104
262.97,grocery,66,NY,mobile,5,0,13,30,8,4,0,0,97.749972,165.220028,2.69023092210982
161.41,entertainment,26,FL,desktop,2,0,14,28,8,2,0,0,97.749972,63.660028,1.6512536530316995
185.62,electronics,19,TX,mobile,3,0,21,3,12,6,1,0,97.749972,87.870028,1.8989263557136737
57.28,fuel,54,FL,mobile,2,0,1,28,7,3,0,1,97.749972,-40.469972,0.5859848165891566
15.19,fuel,40,IL,tablet,0,0,9,17,1,1,0,0,97.749972,-82.559972,0.15539646236014817
137.9,grocery,54,CA,desktop,5,0,14,12,10,2,0,0,97.749972,40.150028000000006,1.4107420776474282
24.99,fuel,28,TX,mobile,3,0,0,24,9,6,1,1,97.749972,-72.759972,0.2556522445279857
2.27,grocery,29,CA,mobile,4,0,15,19,1,2,0,0,97.749972,-95.479972,0.023222512808264408
40.18,fuel,64,FL,desktop,7,0,9,22,7,0,0,0,97.749972,-57.569972,0.4110487068881339
45.48,grocery,66,NY,tablet,3,0,18,18,8,4,0,0,97.749972,-52.269972,0.465268670713597
140.11,grocery,65,FL,tablet,4,0,16,6,12,1,0,0,97.749972,42.360028000000014,1.433350779544461
17.78,entertainment,49,FL,mobile,0,0,4,30,7,1,0,1,97.749972,-79.969972,0.1818926333616481
265.04,grocery,31,NY,desktop,1,0,12,2,10,0,0,0,97.749972,167.290028,2.7114073985473124
171.15,fuel,51,FL,desktop,5,0,11,10,4,0,0,0,97.749972,73.400028,1.7508956242883056
91.47,entertainment,53,CA,desktop,3,0,21,23,8,1,0,0,97.749972,-6.279972000000001,0.9357547341726632
152.86,entertainment,40,NY,tablet,3,0,9,4,12,2,0,0,97.749972,55.110028000000014,1.5637855981811883
19.92,fashion,47,FL,desktop,4,0,21,8,2,1,0,0,97.749972,-77.829972,0.2037852225289106
72.8,fuel,66,FL,mobile,5,0,6,16,8,4,0,0,97.749972,-24.949972000000002,0.7447572389610788
39.1,fuel,65,FL,tablet,2,0,7,27,1,5,1,0,97.749972,-58.649972,0.40000011048596407
76.25,grocery,26,CA,desktop,0,0,19,2,7,5,1,0,97.749972,-21.499972,0.7800513663568992
64.71,electronics,60,CA,tablet,6,0,4,23,10,0,0,1,97.749972,-33.039972000000006,0.6619950677633435
42.41,electronics,65,CA,tablet,1,1,0,13,4,2,0,1,97.749972,-55.339972,0.4338620124222438
106.23,entertainment,30,IL,tablet,4,0,14,3,7,6,1,0,97.749972,8.480028000000004,1.0867522183356513
55.78,electronics,52,TX,tablet,1,0,5,11,9,2,0,1,97.749972,-41.969972,0.5706395438083651
1.98,fashion,63,NY,desktop,5,0,11,4,1,2,0,0,97.749972,-95.769972,0.020255760070644727
246.62,electronics,30,FL,desktop,5,0,9,27,7,2,0,0,97.749972,148.870028,2.5229674487991933
128.06,fashion,60,IL,tablet,2,0,9,16,6,3,0,0,97.749972,30.310028000000003,1.3100770882054362
59.12,fuel,47,TX,tablet,1,0,5,19,8,5,1,1,97.749972,-38.629972,0.6048083512002607
0.93,grocery,20,FL,mobile,2,0,20,12,3,5,1,0,97.749972,-96.81997199999999,0.009514069124090705
162.49,electronics,41,FL,desktop,4,0,12,5,5,6,1,0,97.749972,64.74002800000001,1.6623022494338695
34.42,entertainment,48,CA,tablet,1,0,6,1,5,6,1,0,97.749972,-63.329972,0.3521228594098947
121.23,fashion,24,NY,mobile,6,0,21,20,5,5,1,0,97.749972,23.480028000000004,1.2402049461435658
384.0,grocery,61,TX,desktop,3,0,6,28,11,1,0,0,97.749972,286.250028,3.9283898318826136
300.05,electronics,68,IL,tablet,1,0,4,30,6,4,0,1,97.749972,202.300028,3.069566065250985
170.28,fuel,43,FL,mobile,3,0,13,4,12,0,0,0,97.749972,72.530028,1.7419953660754464
183.33,electronics,19,FL,mobile,3,0,11,30,9,0,0,0,97.749972,85.58002800000001,1.8754992392683323
31.48,fuel,50,FL,desktop,1,0,21,7,12,5,1,0,97.749972,-66.269972,0.3220461247595434
86.36,entertainment,60,TX,desktop,5,0,6,26,1,3,0,0,97.749972,-11.389972,0.8834785048994336
10.56,grocery,26,TX,mobile,1,0,16,22,4,4,0,0,97.749972,-87.189972,0.10803072037677187
27.5,fuel,25,FL,desktop,2,0,22,11,11,0,0,1,97.749972,-70.249972,0.2813300009811768
72.8,fuel,54,NY,tablet,5,0,21,9,10,0,0,0,97.749972,-24.949972000000002,0.7447572389610788
41.45,entertainment,67,IL,mobile,4,0,19,20,3,0,0,0,97.749972,-56.299972,0.4240410378425373
78.14,fuel,45,FL,tablet,5,0,7,13,1,3,0,0,97.749972,-19.609972,0.7993864100606964
48.81,electronics,41,IL,mobile,5,0,16,19,8,4,0,0,97.749972,-48.939972,0.4993351762869541
32.12,entertainment,43,FL,mobile,4,0,18,26,4,1,0,0,97.749972,-65.62997200000001,0.3285934411460144
85.4,fashion,37,CA,tablet,2,0,1,29,1,5,1,1,97.749972,-12.349971999999994,0.8736575303197271
62.49,fuel,56,CA,desktop,3,0,20,1,8,1,0,0,97.749972,-35.259972,0.6392840640477722
21.16,grocery,43,NY,mobile,3,0,1,6,3,0,0,1,97.749972,-76.589972,0.2164706480276982
37.99,grocery,59,FL,desktop,0,0,18,16,6,4,0,0,97.749972,-59.759972,0.3886446086281784
186.82,fashion,69,TX,mobile,1,0,20,21,12,5,1,0,97.749972,89.070028,1.911202573938307
143.88,entertainment,63,FL,mobile,3,0,16,13,12,4,0,0,97.749972,46.130027999999996,1.4719185651335167
137.69,electronics,35,TX,desktop,2,0,6,14,6,4,0,0,97.749972,39.940028,1.4085937394581174
2.5,grocery,60,FL,mobile,0,0,21,22,7,0,0,0,97.749972,-95.249972,0.025575454634652432
191.18,grocery,47,CA,tablet,1,0,21,10,7,2,0,0,97.749972,93.43002800000001,1.9558061668211408
201.63,fuel,57,IL,desktop,3,0,21,22,2,3,0,0,97.749972,103.880028,2.062711567193988
121.41,electronics,35,TX,mobile,4,0,19,21,3,0,0,0,97.749972,23.660027999999997,1.2420463788772607
205.5,entertainment,58,NY,mobile,3,0,20,10,6,0,0,0,97.749972,107.750028,2.10230237096843
56.54,fuel,41,IL,desktop,4,0,18,18,2,5,1,0,97.749972,-41.209972,0.5784144820172994
67.83,fuel,45,TX,mobile,5,0,21,25,2,4,0,0,97.749972,-29.919972,0.6939132351473898
70.27,grocery,65,IL,tablet,2,0,19,19,3,1,0,0,97.749972,-27.479972000000004,0.7188748788708105
263.23,grocery,39,TX,mobile,2,0,22,27,8,5,1,1,97.749972,165.480028,2.6928907693918243
13.38,entertainment,54,IL,desktop,5,0,18,11,10,4,0,0,97.749972,-84.369972,0.13687983320465982
26.92,grocery,38,IL,desktop,4,0,20,29,8,3,0,0,97.749972,-70.829972,0.2753964955059374
40.25,entertainment,25,CA,desktop,3,0,18,19,12,0,0,0,97.749972,-57.499972,0.4117648196179042
15.79,fashion,27,TX,desktop,2,1,11,6,6,3,0,0,97.749972,-81.959972,0.16153457147246475
239.88,electronics,23,IL,mobile,2,0,3,3,5,1,0,1,97.749972,142.13002799999998,2.45401602310417
67.18,fashion,44,IL,mobile,1,0,20,24,12,5,1,0,97.749972,-30.569971999999993,0.6872636169423803
52.7,fuel,36,TX,tablet,2,0,4,9,3,2,0,1,97.749972,-45.049972,0.5391305836984733
63.24,entertainment,20,NY,mobile,3,0,17,25,12,6,1,0,97.749972,-34.509972,0.6469567004381679
181.69,entertainment,44,CA,tablet,1,0,20,12,7,1,0,0,97.749972,83.940028,1.8587217410280001
115.43,electronics,54,IL,mobile,3,0,11,16,10,2,0,0,97.749972,17.680028000000007,1.1808698913911722
3.16,grocery,24,CA,desktop,5,0,17,16,8,1,0,0,97.749972,-94.589972,0.032327374658200674
118.9,grocery,64,IL,tablet,3,0,22,15,2,1,0,1,97.749972,21.150028000000006,1.2163686224240697
379.23,fuel,55,CA,mobile,3,0,21,7,9,5,1,0,97.749972,281.480028,3.8795918644396967
19.22,entertainment,29,NY,mobile,1,0,23,14,6,2,0,1,97.749972,-78.529972,0.19662409523120788
17.7,fashion,27,TX,desktop,1,0,1,12,2,5,1,1,97.749972,-80.049972,0.1810742188133392
33.56,fuel,62,IL,tablet,3,0,12,6,5,5,1,0,97.749972,-64.189972,0.3433249030155743
27.8,electronics,30,IL,desktop,2,0,21,15,5,6,1,0,97.749972,-69.949972,0.284399055537335
350.41,fuel,38,FL,desktop,2,0,21,24,7,0,0,0,97.749972,252.660028,3.584758023411424
0.71,entertainment,39,IL,mobile,7,0,21,3,12,6,1,0,97.749972,-97.039972,0.00726342911624129
0.38,entertainment,29,NY,desktop,1,0,21,26,6,6,1,0,97.749972,-97.369972,0.00388746910446717
69.39,entertainment,53,CA,tablet,3,0,9,21,7,4,0,0,97.749972,-28.359972,0.7098723188394129
63.79,fuel,28,TX,tablet,8,0,20,8,3,4,0,0,97.749972,-33.959972,0.6525833004577914
9.7,entertainment,36,FL,mobile,2,0,17,1,1,5,1,0,97.749972,-88.049972,0.09923276398245143
227.51,grocery,30,NY,desktop,3,0,1,18,1,3,0,1,97.749972,129.76002799999998,2.32746867357191
53.21,electronics,46,CA,mobile,1,0,4,30,9,4,0,1,97.749972,-44.539972,0.5443479764439424
374.89,electronics,30,NY,desktop,4,0,11,12,1,4,0,0,97.749972,277.140028,3.83519287519394
49.83,electronics,48,CA,desktop,2,0,12,5,7,4,0,0,97.749972,-47.919972,0.5097699617778922
303.79,fashion,21,NY,tablet,2,0,8,22,5,6,1,0,97.749972,206.040028,3.107826945384425
68.2,grocery,41,IL,mobile,4,0,21,23,1,6,1,0,97.749972,-29.549971999999997,0.6976984024333184
29.87,grocery,67,IL,tablet,6,0,11,26,5,3,0,0,97.749972,-67.879972,0.3055755319748273
76.48,fashion,57,NY,desktop,3,0,2,8,12,3,0,1,97.749972,-21.269971999999996,0.7824043081832872
252.72,electronics,48,TX,mobile,3,0,8,23,4,5,1,0,97.749972,154.970028,2.585371558107745
24.44,entertainment,23,IL,tablet,3,0,20,15,10,5,1,0,97.749972,-73.309972,0.2500256445083622
60.19,grocery,69,NY,desktop,4,0,6,8,11,1,0,0,97.749972,-37.559972,0.6157546457838919
272.92,entertainment,28,FL,desktop,0,0,3,23,9,5,1,1,97.749972,175.170028,2.792021231555737
65.24,electronics,65,NY,tablet,6,0,15,19,9,0,0,0,97.749972,-32.509972000000005,0.6674170641458899
324.91,fashion,62,IL,desktop,5,0,2,7,4,4,0,1,97.749972,227.160028,3.323888386137969
81.9,fuel,23,IL,mobile,6,0,17,3,9,1,0,0,97.749972,-15.849971999999994,0.8378518938312137
160.27,electronics,44,FL,tablet,3,0,16,29,12,3,0,0,97.749972,62.52002800000001,1.6395912457182982
17.0,entertainment,67,TX,tablet,4,0,22,1,6,2,0,1,97.749972,-80.749972,0.17391309151563653
161.12,entertainment,20,CA,desktop,2,0,17,5,5,3,0,0,97.749972,63.370028000000005,1.6482869002940799
206.85,electronics,43,TX,desktop,3,0,4,20,10,6,1,1,97.749972,109.100028,2.116113116471142
6.88,electronics,42,FL,mobile,3,0,7,2,10,0,0,0,97.749972,-90.869972,0.07038365115456349
131.63,entertainment,57,TX,mobile,4,0,22,8,5,6,1,1,97.749972,33.880027999999996,1.3465988374237199
66.75,fuel,64,FL,tablet,3,0,15,2,11,5,1,0,97.749972,-30.999972,0.68286463874522
99.92,grocery,44,IL,tablet,8,0,9,30,4,5,1,0,97.749972,2.170028000000002,1.0221997708377883
372.36,entertainment,51,CA,desktop,7,0,7,5,7,1,0,0,97.749972,274.610028,3.809310515103672
165.56,fuel,49,TX,mobile,2,0,19,22,6,5,1,0,97.749972,67.810028,1.6937089077252228
295.75,fashion,19,IL,tablet,3,0,11,23,9,5,1,0,97.749972,198.000028,3.0255762832793827
20.27,entertainment,32,IL,tablet,2,0,23,23,4,6,1,1,97.749972,-77.479972,0.2073657861777619
37.48,fashion,26,NY,tablet,5,0,4,21,12,3,0,1,97.749972,-60.269972,0.3834272158827092
41.33,fuel,30,CA,desktop,7,0,13,25,3,4,0,0,97.749972,-56.419972,0.422813416020074
99.26,fuel,58,IL,tablet,3,0,10,9,6,3,0,0,97.749972,1.5100280000000055,1.0154478508142402
56.53,fashion,39,IL,tablet,0,0,14,28,12,3,0,0,97.749972,-41.219972,0.5783121801987609
17.23,grocery,40,NY,tablet,2,0,2,3,6,5,1,1,97.749972,-80.519972,0.17626603334202456
38.37,grocery,48,CA,tablet,4,0,10,12,2,5,1,0,97.749972,-59.379972,0.3925320777326455
6.72,electronics,68,TX,desktop,5,0,7,22,8,1,0,0,97.749972,-91.029972,0.06874682205794573
24.93,fashion,58,TX,desktop,2,0,17,9,4,1,0,0,97.749972,-72.819972,0.25503843361675405
29.92,grocery,26,IL,desktop,7,0,0,22,10,5,1,1,97.749972,-67.829972,0.3060870410675203
20.07,entertainment,61,NY,tablet,3,0,5,17,3,4,0,1,97.749972,-77.67997199999999,0.20531974980698972
71.6,fashion,63,CA,mobile,2,0,11,13,8,1,0,0,97.749972,-26.149972000000005,0.7324810207364456
197.65,grocery,34,IL,mobile,5,0,12,16,11,2,0,0,97.749972,99.900028,2.021995443415621
368.06,fashion,53,NY,mobile,3,1,2,13,2,6,1,1,97.749972,270.310028,3.7653207331320697
22.75,fashion,43,TX,desktop,2,0,19,9,3,5,1,0,97.749972,-74.999972,0.23273663717533713
66.22,fuel,56,IL,desktop,5,0,12,7,3,3,0,0,97.749972,-31.529972,0.6774426423626736
9.1,fashion,30,FL,tablet,2,0,2,19,4,4,0,1,97.749972,-88.649972,0.09309465487013485
54.36,entertainment,47,FL,mobile,3,0,1,15,7,4,0,1,97.749972,-43.389972,0.5561126855758824
55.2,fashion,20,NY,mobile,1,0,0,4,6,1,0,1,97.749972,-42.549972,0.5647060383331257
105.31,fuel,25,NY,tablet,0,0,1,23,11,5,1,1,97.749972,7.560028000000003,1.077340451030099
45.38,fuel,67,CA,desktop,7,0,4,17,10,0,0,1,97.749972,-52.369972,0.464245652528211
91.86,fashion,41,FL,mobile,3,0,19,2,8,4,0,0,97.749972,-5.889972,0.939744505095669
0.81,grocery,47,FL,tablet,1,0,15,18,4,1,0,0,97.749972,-96.939972,0.008286447301627389
97.29,entertainment,52,TX,mobile,6,0,3,3,12,6,1,1,97.749972,-0.4599719999999934,0.9952943925621341
243.28,fashion,50,FL,tablet,3,0,1,19,8,5,1,1,97.749972,145.53002800000002,2.4887986414072976
53.0,electronics,34,NY,tablet,1,0,1,22,9,6,1,1,97.749972,-44.749972,0.5421996382546316
26.84,electronics,25,NY,tablet,5,0,2,26,5,6,1,1,97.749972,-70.909972,0.27457808095762853
233.59,fuel,67,FL,tablet,1,0,4,19,8,5,1,1,97.749972,135.84002800000002,2.3896681792433845
34.82,entertainment,46,IL,mobile,2,0,23,28,10,0,0,1,97.749972,-62.929972,0.35621493215143907
147.98,fashion,18,FL,tablet,2,0,11,30,1,0,0,0,97.749972,50.23002799999999,1.5138623107343467
76.21,grocery,37,IL,mobile,2,0,7,26,2,5,1,0,97.749972,-21.539972000000006,0.7796421590827447
95.79,grocery,33,CA,tablet,1,0,10,24,6,5,1,0,97.749972,-1.9599719999999934,0.9799491197813427
50.57,entertainment,29,NY,desktop,2,0,6,8,11,2,0,0,97.749972,-47.179972,0.5173402963497494
20.41,fashion,53,NY,mobile,4,0,8,21,5,5,1,0,97.749972,-77.339972,0.20879801163730247
9.72,entertainment,32,CA,desktop,3,0,7,17,3,3,0,0,97.749972,-88.029972,0.09943736761952866
51.42,fuel,57,IL,tablet,10,0,19,22,10,1,0,0,97.749972,-46.329972,0.5260359509255312
34.91,grocery,38,IL,tablet,3,0,22,30,11,2,0,1,97.749972,-62.839972,0.3571356485182865
174.11,entertainment,68,CA,mobile,4,0,18,26,1,3,0,0,97.749972,76.36002800000001,1.781176962575734
0.7,fashion,36,NY,mobile,6,0,3,13,3,6,1,1,97.749972,-97.049972,0.007161127297702681
23.53,entertainment,63,FL,tablet,5,0,4,8,5,0,0,1,97.749972,-74.219972,0.2407161790213487
76.06,fashion,51,IL,tablet,4,0,18,20,1,3,0,0,97.749972,-21.689971999999997,0.7781076318046656
3.4,fuel,28,IL,mobile,3,0,22,18,9,2,0,1,97.749972,-94.349972,0.03478261830312731
68.03,grocery,51,IL,desktop,2,0,11,7,4,3,0,0,97.749972,-29.719972,0.695959271518162
44.09,entertainment,29,TX,desktop,6,0,14,29,1,6,1,0,97.749972,-53.659971999999996,0.45104871793673035
126.85,fuel,58,IL,desktop,3,0,3,28,12,5,1,1,97.749972,29.100027999999995,1.2976985681622644
281.73,entertainment,58,FL,tablet,6,0,15,22,11,4,0,0,97.749972,183.980028,2.882149133688252
67.22,grocery,61,FL,mobile,2,0,13,9,8,4,0,0,97.749972,-30.529972,0.6876728242165345
86.09,entertainment,69,TX,mobile,3,0,4,10,8,5,1,1,97.749972,-11.659971999999996,0.8807163557988912
46.35,electronics,22,FL,tablet,2,0,19,16,11,2,0,0,97.749972,-51.399972,0.4741689289264561
192.39,electronics,49,TX,mobile,3,0,7,6,11,2,0,0,97.749972,94.64002799999999,1.9681846868643125
82.46,electronics,29,CA,tablet,3,0,12,29,1,5,1,0,97.749972,-15.289972000000006,0.8435807956693757
90.86,fuel,39,TX,mobile,2,0,22,6,10,3,0,1,97.749972,-6.889972,0.9295143232418079
74.39,fuel,55,IL,tablet,3,0,9,3,11,6,1,0,97.749972,-23.359972,0.7610232281087178
10.88,fuel,66,CA,tablet,0,0,6,11,7,1,0,0,97.749972,-86.869972,0.1113043785700074
33.43,grocery,39,FL,desktop,6,0,5,1,5,2,0,1,97.749972,-64.319972,0.3419949793745723
133.7,fashion,47,NY,mobile,2,0,7,17,12,1,0,0,97.749972,35.95002799999999,1.3677753138612119
12.83,electronics,61,TX,desktop,2,0,5,1,11,2,0,1,97.749972,-84.919972,0.1312532331850363
52.65,entertainment,64,NY,desktop,3,0,21,1,8,0,0,0,97.749972,-45.099972,0.5386190746057802
119.73,grocery,30,FL,desktop,1,0,18,20,9,4,0,0,97.749972,21.980028000000004,1.2248596733627743
94.25,grocery,34,FL,desktop,4,0,1,24,5,2,0,1,97.749972,-3.4999719999999996,0.9641946397263966
95.68,electronics,30,IL,mobile,3,0,4,17,8,3,0,1,97.749972,-2.069971999999993,0.978823799777418
33.62,fashion,32,NY,desktop,2,0,2,24,9,6,1,1,97.749972,-64.12997200000001,0.34393871392680586
0.74,electronics,30,FL,desktop,4,0,8,12,9,0,0,0,97.749972,-97.009972,0.0075703345718571196
163.84,entertainment,29,NY,tablet,3,0,9,15,8,3,0,0,97.749972,66.090028,1.6761129949365818
26.66,entertainment,38,TX,mobile,2,0,23,18,3,4,0,1,97.749972,-71.089972,0.2727366482239335
21.55,grocery,45,NY,desktop,3,0,16,4,1,1,0,0,97.749972,-76.199972,0.22046041895070398
180.17,grocery,38,TX,mobile,4,0,4,28,2,1,0,1,97.749972,82.42002799999999,1.8431718646101314
0.74,fashion,35,CA,tablet,0,0,10,5,11,6,1,0,97.749972,-97.009972,0.0075703345718571196
63.82,grocery,26,NY,tablet,7,0,8,25,5,2,0,0,97.749972,-33.929972,0.6528902059134073
116.61,fuel,35,FL,tablet,5,0,7,8,2,1,0,0,97.749972,18.860028,1.192941505978728
4.82,entertainment,36,CA,tablet,2,0,22,18,2,6,1,1,97.749972,-92.92997199999999,0.049309476535609895
120.17,entertainment,66,TX,mobile,3,0,23,25,11,4,0,1,97.749972,22.420028000000002,1.229360953378473
76.81,entertainment,62,CA,desktop,4,0,22,26,9,3,0,1,97.749972,-20.939971999999997,0.7857802681950613
9.18,fuel,39,CA,mobile,1,0,1,22,7,5,1,1,97.749972,-88.569972,0.09391306941844373
49.12,electronics,29,CA,tablet,2,0,12,11,7,3,0,0,97.749972,-48.629972,0.5025065326616509
236.91,entertainment,50,NY,tablet,1,0,13,31,1,1,0,0,97.749972,139.160028,2.423632382998203
51.53,fashion,59,FL,desktop,3,0,6,14,4,6,1,0,97.749972,-46.219972,0.527161270929456
295.38,grocery,66,FL,desktop,1,0,2,27,12,2,0,1,97.749972,197.63002799999998,3.0217911159934543
238.89,fuel,66,IL,desktop,2,0,20,1,12,6,1,0,97.749972,141.14002799999997,2.4438881430688477
